StudentID,Attendance_Percent,Gender,Age,Department,Midterm_Score,Final_Score,Projects_Score,Total_Score,Extracurricular_Activities,Parent_Education_Level,Family_Income_Level
S11819,82.71,Female,20,CS,41.36,75.22,97.12,77.1305,Yes,Bachelor's,Low
S11856,66.83,Female,19,Business,89.45,46.05,71.79,68.0825,No,Master's,Low
S11881,87.53,Female,23,Mathematics,82.1,86.42,53.07,69.9705,No,High School,Medium
S11900,67.17,Female,19,Engineering,63.36,51.58,71.43,62.9785,Yes,PhD,High
S11924,69.71,Male,21,CS,40.61,91.17,70.6,65.2205,No,None,Low
S11947,68.94,Female,20,CS,64.06,41.87,60.25,60.0565,Yes,Bachelor's,Medium
S11957,76.96,Female,20,CS,64.04,55.58,68.78,60.735,No,Master's,High
S11982,69.64,Female,18,CS,86.49,76.75,82.02,73.079,Yes,High School,Medium
S11985,94.84,Female,19,Engineering,94.03,60.14,63.53,69.125,Yes,None,High
S11987,83.61,Male,24,Engineering,55.32,45.48,97.25,63.982,Yes,PhD,Medium
S11995,98.58,Female,21,Engineering,68.05,87.24,67.12,74.997,Yes,Master's,Low
S12036,74.54,Male,21,Engineering,62.62,88.99,94.42,84.6265,Yes,Master's,High
S12041,91.68,Female,19,CS,54.13,60.34,71.22,71.3925,Yes,None,Medium
S12051,76.84,Male,22,Business,99.58,42.09,92.43,75.411,No,Master's,High
S12056,87.68,Male,20,Business,93.65,81.73,60.44,72.003,No,Bachelor's,High
S12095,61.81,Male,21,CS,52.58,72.94,92.56,74.5925,No,None,High
S12097,93.16,Female,19,Business,43.24,69.67,96.85,75.8855,No,Master's,High
S12119,63.82,Male,24,Mathematics,99.82,44.73,63.95,59.7755,No,None,Low
S12149,60.12,Female,21,Mathematics,75.75,89.59,60.21,71.9045,No,None,Medium
S12169,87.44,Female,20,CS,95.08,84.59,57.8,70.415,Yes,Bachelor's,High
S12193,94.06,Male,21,Mathematics,83.18,72.31,89.97,74.6035,No,Master's,Medium
S12197,72.33,Female,18,Engineering,81.8,94.57,83.56,83.1995,No,Bachelor's,High
S12225,79.89,Male,22,Mathematics,57.34,67.36,73.45,64.202,Yes,Bachelor's,Low
S12270,86.98,Male,24,Mathematics,67.32,45.44,54.33,63.8985,No,PhD,Medium
S12302,86.88,Female,22,Business,63.76,55.57,76.21,66.2915,No,Bachelor's,Low
S12316,72.22,Male,21,Mathematics,82.42,58.38,83.57,77.1225,No,None,High
S12323,77.54,Male,19,Mathematics,85.2,72.94,56.22,64.0065,No,PhD,High
S12342,72.52,Male,20,CS,78.19,97.1,62.99,71.7155,Yes,Master's,Low
S12366,88.5,Female,19,CS,80.27,58.09,71.93,68.966,No,None,Medium
S12397,81.98,Male,21,Mathematics,54.06,61.51,50.44,59.837,No,None,Low
S12409,83.38,Male,24,Engineering,78.87,53.36,85.35,77.415,Yes,None,Medium
S12414,94.84,Male,20,Engineering,49.86,82.83,66.52,68.423,No,Master's,Medium
S12425,76.51,Female,19,Mathematics,56.27,72.29,54.77,61.5225,No,Bachelor's,Low
S12436,67.22,Female,21,Business,43.91,72.66,67.7,67.8415,No,Master's,Low
S12477,67.53,Male,20,Business,75.64,70.79,55.41,66.469,Yes,Master's,Low
S12503,99.03,Male,18,CS,47.79,80.63,92.12,77.492,Yes,None,High
S12507,92.53,Male,21,Engineering,45.67,73.96,93.24,76.7855,Yes,Master's,High
S12561,73.15,Female,22,Mathematics,94.72,93.7,57.93,79.05,No,PhD,Medium
S12579,91.01,Male,22,Business,87.9,55.08,94.17,80.629,No,PhD,High
S12596,83.92,Female,22,Business,48.1,50.28,55.76,57.704,Yes,Master's,High
S12597,83.26,Male,24,Business,58.89,67.15,84.91,70.0425,Yes,Master's,Low
S12633,83.58,Female,21,Business,64.39,42.0,85.69,66.0185,Yes,High School,Medium
S12634,96.82,Female,19,CS,43.76,61.83,90.65,69.4355,No,High School,Low
S12646,79.57,Female,19,CS,71.72,44.76,86.67,65.9985,No,Bachelor's,Low
S12658,85.93,Male,19,CS,45.02,72.44,57.25,66.7895,Yes,Master's,Medium
S12661,79.7,Female,19,Engineering,63.3,56.83,76.63,72.3445,Yes,Bachelor's,High
S12679,74.19,Female,23,Business,71.72,66.06,73.14,70.6675,No,Bachelor's,Low
S12682,72.1,Male,21,Mathematics,91.43,77.97,60.9,67.5795,No,None,High
S12690,89.48,Female,21,Engineering,41.1,63.71,97.67,73.9825,Yes,PhD,Medium
S12694,99.0,Male,21,CS,47.33,65.56,58.9,54.306,Yes,Master's,Low
S12704,75.4,Male,20,CS,73.5,47.01,52.72,59.3115,No,High School,Low
S12706,60.51,Male,18,Business,95.22,64.51,57.32,68.899,Yes,None,High
S12735,72.46,Male,20,Business,84.8,76.27,56.75,70.3095,No,None,Low
S12755,67.34,Male,18,Business,56.38,84.02,78.13,74.5725,Yes,High School,Low
S12756,87.14,Male,22,Engineering,66.95,98.27,72.13,79.0955,No,High School,High
S12757,63.09,Female,24,Mathematics,51.88,81.42,67.98,73.5565,Yes,Master's,Low
S12766,62.0,Female,24,CS,80.18,71.45,77.89,69.49,No,Bachelor's,High
S12770,94.28,Female,19,Mathematics,84.29,92.05,66.53,76.279,Yes,High School,Medium
S12781,64.61,Female,21,CS,55.74,45.01,50.85,56.6605,Yes,PhD,Medium
S12786,0.0,Male,19,Mathematics,43.56,41.63,64.06,56.669,No,Master's,Low
S12789,62.21,Male,24,Mathematics,62.34,80.17,55.84,67.7225,No,Master's,High
S12819,99.83,Male,24,Business,47.22,63.29,97.15,73.9795,Yes,Master's,High
S12834,87.99,Female,21,Engineering,91.12,41.3,96.99,70.8915,No,None,Medium
S12858,96.92,Male,18,CS,51.04,56.17,96.76,75.766,No,Master's,Medium
S12872,64.34,Female,20,Business,91.02,69.51,58.21,68.8875,No,PhD,High
S12887,86.5,Male,23,CS,94.92,42.35,88.48,67.6195,Yes,High School,High
S12921,62.73,Female,18,CS,99.04,55.96,52.42,60.088,Yes,None,High
S12936,74.29,Female,20,Engineering,49.53,99.33,58.61,68.083,Yes,None,Low
S12938,65.37,Male,19,CS,49.63,76.04,87.02,73.47,No,Master's,Medium
S12969,69.43,Female,21,Mathematics,62.73,43.09,77.98,68.562,No,Bachelor's,Low
S12975,63.18,Male,22,Business,91.65,66.55,61.98,69.49,No,None,Medium
S13015,79.66,Male,23,Business,46.3,81.48,76.18,77.2965,Yes,PhD,High
S13059,62.93,Male,18,CS,96.72,42.42,83.74,65.6365,Yes,None,Medium
S13068,71.76,Male,19,Mathematics,55.94,45.46,55.03,52.656,Yes,Bachelor's,Medium
S13098,87.3,Male,21,Engineering,61.22,94.91,89.3,78.6395,Yes,PhD,High
S13119,93.21,Female,18,CS,57.74,42.64,96.29,64.403,Yes,Master's,Medium
S13132,86.15,Female,23,Engineering,48.36,86.95,64.63,67.0605,Yes,Bachelor's,Medium
S13138,67.31,Male,21,CS,70.94,54.37,100.0,78.902,Yes,Master's,High
S13148,82.92,Female,21,Business,68.11,75.26,98.77,78.82,Yes,Master's,High
S13151,80.43,Female,19,Engineering,44.89,75.82,90.25,77.4265,Yes,PhD,Medium
S13168,62.58,Male,20,Engineering,99.03,65.6,67.43,73.136,Yes,PhD,Low
S13171,61.37,Male,20,CS,84.1,44.67,82.2,69.838,Yes,High School,Medium
S13201,96.57,Female,20,Business,57.51,48.03,68.58,64.3,Yes,High School,Low
S13204,82.26,Male,19,Engineering,68.99,55.89,53.59,62.1795,No,None,Low
S13213,94.65,Female,18,Mathematics,45.36,88.84,67.22,70.252,Yes,PhD,Low
S13261,62.08,Male,24,Engineering,95.24,90.74,57.17,74.021,Yes,PhD,Low
S13269,83.23,Male,22,CS,60.88,83.95,54.89,65.777,Yes,Master's,Low
S13332,71.35,Female,20,Business,57.05,51.14,67.32,60.749,Yes,Bachelor's,Low
S13365,87.04,Female,23,Engineering,70.71,96.64,59.97,74.288,No,PhD,Low
S13376,63.77,Male,23,Engineering,42.03,43.62,92.58,66.976,No,None,Low
S13384,97.26,Male,21,Mathematics,79.19,85.29,80.46,77.98,No,None,High
S13398,71.06,Female,18,Engineering,97.25,60.04,70.3,71.139,No,PhD,High
S13401,64.04,Male,21,Mathematics,44.89,68.7,88.85,75.328,Yes,PhD,Medium
S13421,93.14,Male,22,Mathematics,60.95,78.08,81.39,74.265,No,PhD,Low
S13432,78.17,Female,19,Mathematics,83.39,72.59,90.22,79.17,Yes,High School,Medium
S13447,99.4,Male,24,CS,69.36,70.17,69.91,70.787,No,Bachelor's,High
S13472,71.83,Female,24,Mathematics,46.96,86.45,82.07,76.9695,No,High School,Low
S13501,96.78,Male,19,Mathematics,86.13,40.81,56.4,61.466,No,None,Medium
S13504,86.9,Male,23,CS,71.54,88.23,93.47,85.935,No,Bachelor's,Low
S13518,63.16,Male,20,Mathematics,95.34,44.9,62.99,66.187,No,PhD,Low
S13521,88.6,Male,23,Business,45.1,76.29,93.5,75.1485,Yes,None,Low
S13524,99.85,Female,21,Mathematics,91.7,65.44,69.93,73.399,No,PhD,High
S13525,81.61,Male,19,Engineering,41.72,86.83,99.5,79.965,No,Bachelor's,High
S13553,89.57,Female,19,Mathematics,99.83,64.35,85.68,76.6975,Yes,Master's,High
S13571,87.31,Male,23,CS,49.55,81.97,99.61,80.3985,No,High School,Medium
S13587,88.55,Male,19,Engineering,77.68,41.46,74.59,67.0055,Yes,Master's,High
S13610,89.61,Female,24,CS,98.8,53.93,70.53,74.1465,No,Master's,Medium
S13624,89.48,Female,23,Mathematics,56.92,55.34,95.88,75.811,No,PhD,Low
S13647,73.4,Female,19,Engineering,95.19,75.34,64.55,73.7225,No,Master's,Low
S13657,80.65,Female,19,Business,66.4,79.39,83.3,72.1865,No,None,Medium
S13666,66.32,Male,24,Business,40.35,65.84,70.85,66.179,No,Master's,Low
S13715,96.52,Female,22,Engineering,92.71,92.23,97.93,83.659,No,Bachelor's,Low
S13722,98.96,Female,21,Business,50.52,94.14,60.15,68.0785,No,None,Medium
S13730,84.29,Male,22,CS,86.28,50.14,56.39,62.714,Yes,Bachelor's,Medium
S13731,92.51,Male,23,Business,75.34,87.33,94.78,82.137,Yes,Master's,Low
S13769,88.24,Male,19,CS,84.85,55.84,54.65,64.285,No,High School,High
S13792,71.29,Female,24,Business,60.86,55.88,95.89,74.828,Yes,Master's,Medium
S13797,84.36,Male,21,Business,46.45,93.3,81.12,73.7135,Yes,Bachelor's,High
S13802,62.89,Male,19,Business,79.57,75.58,67.94,73.292,Yes,Bachelor's,High
S13857,75.12,Male,24,CS,86.13,87.33,57.62,76.5625,Yes,None,Low
S13888,72.89,Male,18,Mathematics,86.46,67.15,97.51,81.526,Yes,None,Medium
S13910,61.94,Female,21,Mathematics,61.37,71.63,70.84,63.456,No,Bachelor's,Low
S13917,71.94,Female,19,Mathematics,73.12,62.49,59.5,62.6835,No,PhD,High
S13920,74.1,Female,18,CS,83.16,47.03,55.27,61.942,No,Master's,Low
S13924,73.1,Female,19,Engineering,79.83,68.72,81.68,76.763,Yes,Master's,High
S13933,90.56,Male,22,Business,58.71,51.7,57.44,59.664,Yes,High School,Medium
S13937,60.39,Female,20,Business,70.88,82.29,64.38,73.819,No,Bachelor's,High
S13977,67.99,Female,24,Mathematics,82.91,98.35,90.6,87.002,No,Bachelor's,Medium
S13980,76.01,Male,24,Engineering,86.13,83.21,98.52,83.837,Yes,PhD,Low
S13993,77.13,Male,21,CS,55.3,41.65,83.36,64.7205,No,Master's,Low
S14007,73.96,Female,21,Engineering,49.36,56.1,68.76,62.609,Yes,None,Low
S14018,89.05,Female,23,CS,79.84,92.81,56.94,75.949,No,None,Low
S14029,98.12,Male,24,Mathematics,87.86,95.75,76.03,83.9355,Yes,Bachelor's,Medium
S14031,76.27,Male,23,CS,81.83,40.67,68.34,62.0025,No,Bachelor's,High
S14053,85.4,Female,18,Mathematics,66.82,89.24,99.19,84.4015,Yes,PhD,Medium
S14077,86.58,Female,21,Engineering,88.3,85.72,59.37,72.0865,No,Master's,Low
S14082,80.59,Female,18,Business,70.19,59.3,50.89,62.563,No,Master's,Low
S14087,94.43,Female,20,Engineering,49.81,86.12,66.93,72.2455,Yes,High School,High
S14156,88.92,Female,21,Engineering,81.6,53.57,68.63,66.457,Yes,High School,Low
S14181,76.88,Male,20,Engineering,88.56,51.53,67.64,64.008,Yes,Master's,Low
S14183,63.56,Male,22,Business,94.03,58.58,80.61,71.1885,Yes,High School,High
S14198,97.45,Male,23,CS,44.09,91.03,61.08,70.6925,No,None,Medium
S14212,96.37,Female,24,Business,47.89,94.68,55.61,66.866,No,None,Low
S14220,67.22,Male,19,CS,62.04,42.35,79.91,62.2345,Yes,None,Low
S14234,66.28,Male,22,Engineering,43.72,65.51,84.89,64.185,No,High School,Medium
S14238,65.26,Female,24,Mathematics,75.38,40.97,52.24,64.148,No,High School,Low
S14292,86.22,Male,19,CS,87.09,67.31,68.01,74.132,Yes,PhD,Low
S14297,60.73,Male,18,CS,47.5,93.97,97.75,77.7495,No,None,Medium
S14298,67.13,Female,19,Engineering,56.62,61.51,69.24,65.7035,Yes,High School,Low
S14336,82.7,Male,24,Engineering,71.09,59.39,94.47,76.1185,Yes,High School,Medium
S14368,69.81,Female,18,Mathematics,67.87,91.56,69.69,71.7485,No,PhD,Low
S14382,96.15,Female,19,Engineering,89.7,66.19,96.73,77.1895,Yes,High School,Low
S14383,85.76,Male,22,CS,87.49,64.36,91.03,76.7925,Yes,High School,High
S14390,74.9,Female,23,Business,97.09,73.9,70.77,77.715,No,Bachelor's,Low
S14407,96.83,Male,19,Engineering,55.16,60.53,85.18,68.033,No,None,Low
S14438,92.64,Male,18,Engineering,88.04,56.73,62.43,67.453,No,Master's,High
S14482,85.41,Female,21,CS,53.29,55.94,90.9,74.129,No,Master's,Medium
S14511,83.35,Female,20,Engineering,59.23,45.64,92.5,66.6545,No,None,Low
S14517,77.21,Male,21,Engineering,64.63,44.45,59.15,56.835,Yes,High School,Low
S14532,81.91,Female,23,Business,55.12,70.66,89.7,78.0645,No,None,Low
S14550,84.07,Male,24,Mathematics,47.93,78.39,67.82,71.263,Yes,PhD,High
S14569,81.33,Female,19,Business,90.63,83.38,80.82,79.444,Yes,Bachelor's,Low
S14612,94.61,Male,24,CS,64.75,70.38,56.84,68.056,Yes,Bachelor's,High
S14621,83.13,Male,20,Engineering,49.6,63.92,86.99,75.609,No,Master's,Low
S14631,72.77,Male,24,Engineering,93.51,52.25,74.55,72.686,No,PhD,Low
S14641,93.2,Female,24,Engineering,74.01,75.93,69.9,67.287,Yes,PhD,Low
S14661,93.94,Male,20,Business,44.67,52.78,63.54,56.903,Yes,Master's,High
S14670,66.14,Male,21,Mathematics,87.06,45.18,76.03,65.9505,No,PhD,Low
S14688,76.24,Female,19,Mathematics,94.55,98.43,86.39,85.435,Yes,High School,High
S14696,94.13,Male,24,Business,64.94,89.56,64.23,76.57,No,None,High
S14726,60.85,Male,18,CS,43.37,62.62,95.38,74.7815,Yes,Master's,High
S14728,80.61,Female,22,Business,40.23,75.19,57.64,60.7795,Yes,Master's,Low
S14742,86.62,Female,24,Engineering,83.56,65.56,53.67,66.92,Yes,Master's,Low
S14765,96.46,Male,19,CS,78.51,67.17,50.61,68.3865,No,Bachelor's,Low
S14799,61.77,Female,20,Engineering,45.54,52.34,85.83,67.379,No,None,Low
S14801,64.82,Male,21,Business,68.56,72.55,92.14,78.8,No,None,Medium
S14802,78.91,Male,19,Mathematics,75.29,51.93,59.02,65.272,No,None,High
S14829,90.23,Female,23,CS,49.89,48.89,86.49,64.4605,Yes,PhD,High
S14835,83.89,Male,19,Engineering,62.39,41.93,83.05,64.2415,No,None,High
S14854,85.79,Female,19,Mathematics,78.6,76.7,67.87,68.7065,Yes,High School,Low
S14873,73.0,Female,18,Business,45.73,81.98,56.53,64.409,Yes,Master's,Low
S14906,88.41,Female,24,CS,72.35,76.25,52.79,62.2005,No,High School,Medium
S14913,82.06,Female,19,CS,72.54,62.94,89.32,75.559,No,High School,Medium
S14922,68.14,Female,24,Business,85.59,90.41,89.34,85.7635,Yes,Master's,High
S14927,85.29,Female,21,Mathematics,50.88,73.02,57.89,65.962,Yes,Bachelor's,Low
S14943,94.47,Male,24,Business,53.9,98.12,59.98,69.968,No,PhD,High
S14977,93.58,Male,21,Engineering,58.06,41.34,77.4,62.454,No,None,Low
S14982,84.08,Male,24,Engineering,48.73,50.7,72.04,58.194,No,PhD,Medium
S14986,76.8,Male,18,Business,66.65,88.97,77.64,0.0,Yes,PhD,Medium
S14990,93.59,Male,24,Engineering,81.67,80.01,63.98,73.607,Yes,PhD,Low
S10428,63.68,Female,20,Mathematics,46.61,49.98,79.16,64.879,Yes,Bachelor's,Low
S10443,71.63,Female,20,Business,63.01,87.38,55.61,70.867,Yes,High School,Medium
S10498,95.02,Male,23,Business,85.19,58.14,91.01,73.956,No,High School,Medium
S10521,62.63,Female,22,Mathematics,99.76,71.67,52.24,69.3835,Yes,None,Low
S10522,65.96,Male,18,Business,91.46,71.68,69.07,75.413,No,None,Medium
S10548,62.48,Female,19,Engineering,42.63,68.82,91.23,72.0765,Yes,PhD,High
S10567,88.64,Male,19,Engineering,99.79,49.73,77.44,70.8265,Yes,Bachelor's,Medium
S10578,97.1,Female,24,Business,99.83,92.47,52.33,70.803,Yes,PhD,High
S10581,95.28,Female,19,Engineering,73.08,52.88,77.77,70.562,Yes,None,High
S10586,62.78,Female,20,Mathematics,89.5,80.21,72.76,73.778,No,High School,Low
S10590,90.06,Female,22,CS,62.89,62.96,55.51,63.239,No,High School,Low
S10594,93.64,Female,24,CS,98.83,45.56,63.77,61.111,No,PhD,Medium
S10605,87.72,Female,24,Business,57.18,54.46,78.49,68.7385,No,High School,High
S10634,63.43,Female,21,Mathematics,59.37,75.46,72.6,71.557,No,Bachelor's,Low
S10642,76.51,Female,22,Engineering,97.49,44.14,65.5,63.993,Yes,Master's,High
S10650,63.54,Female,19,CS,82.46,95.78,83.45,78.7645,No,Bachelor's,Low
S10702,72.62,Female,21,Business,40.49,51.37,80.1,57.2405,No,High School,High
S10726,98.18,Female,24,Business,63.04,87.88,67.79,72.2395,No,None,Low
S10752,61.24,Female,23,Mathematics,49.14,83.42,54.29,66.7625,Yes,PhD,High
S10782,71.43,Female,22,Mathematics,88.26,45.8,62.69,67.136,Yes,PhD,Low
S10815,84.05,Male,23,Mathematics,53.14,85.87,62.32,68.37,No,High School,Medium
S10828,68.51,Male,22,CS,92.79,78.78,74.74,75.676,No,High School,High
S10829,65.12,Female,23,Engineering,66.68,57.58,95.76,77.236,Yes,None,High
S10842,90.28,Female,21,Business,62.1,61.39,53.88,59.4275,No,Bachelor's,Medium
S10846,97.17,Male,19,Mathematics,68.91,43.99,99.78,74.947,Yes,PhD,High
S10859,88.75,Female,19,CS,70.92,93.81,85.77,77.27,No,PhD,High
S10867,75.32,Male,22,Business,49.34,77.04,71.73,71.04,No,None,Medium
S10871,81.62,Male,23,Mathematics,68.41,84.0,66.99,74.653,Yes,Bachelor's,High
S10879,78.18,Female,24,Engineering,82.02,92.73,56.03,69.4405,No,High School,Low
S10881,96.19,Female,18,Mathematics,61.52,67.21,83.26,74.474,Yes,None,High
S10885,67.22,Male,24,Mathematics,75.9,97.02,86.38,85.154,Yes,PhD,Low
S10891,67.96,Male,18,Engineering,50.37,75.12,57.25,64.1405,No,PhD,Medium
S10895,89.14,Female,19,Business,87.9,65.65,84.58,77.4725,Yes,Master's,High
S10965,92.78,Male,19,Mathematics,62.84,91.07,68.34,73.1435,Yes,High School,Medium
S10971,63.5,Male,19,Engineering,52.22,48.58,96.98,69.8335,No,None,Medium
S10991,77.19,Female,22,Mathematics,46.34,41.04,93.31,67.308,No,Bachelor's,Low
S10999,98.67,Male,20,Mathematics,66.2,64.28,60.88,60.1775,Yes,High School,Medium
S11047,74.12,Female,21,Business,95.62,40.43,73.51,63.9235,No,PhD,Medium
S11050,95.47,Female,22,Mathematics,82.6,42.67,77.09,66.7915,No,High School,High
S11087,69.76,Male,22,Business,99.74,75.49,64.68,74.0595,Yes,High School,Low
S11096,84.46,Male,21,Engineering,69.9,61.22,80.97,74.847,No,Master's,Low
S11098,95.74,Female,21,Mathematics,96.31,72.59,84.2,76.626,No,High School,Low
S11107,97.67,Female,19,CS,56.27,72.47,54.29,67.2455,Yes,None,High
S11124,81.68,Female,21,CS,40.59,40.19,93.35,61.9865,No,High School,Low
S11136,70.81,Female,22,Engineering,84.02,46.22,70.56,67.206,No,Bachelor's,Medium
S11141,66.3,Male,18,CS,83.59,57.6,98.88,76.596,Yes,PhD,Low
S11150,83.26,Female,18,Mathematics,55.64,43.46,62.1,59.341,No,PhD,Medium
S11151,64.6,Female,20,CS,50.36,62.29,74.64,72.1695,No,Bachelor's,Low
S11158,94.97,Female,18,Mathematics,83.85,47.78,96.56,73.652,Yes,High School,Medium
S11165,61.22,Female,23,Business,91.05,75.53,55.2,65.5485,Yes,None,Low
S11169,68.84,Female,23,Business,45.9,75.7,96.66,80.1135,No,PhD,Medium
S11186,88.18,Male,21,CS,71.84,77.37,87.45,77.975,No,None,High
S11235,69.02,Female,18,CS,70.13,83.29,93.31,84.2175,Yes,None,Low
S11242,90.8,Female,24,Mathematics,84.29,53.69,73.99,70.777,No,Bachelor's,Medium
S11250,74.07,Female,23,Business,85.8,93.24,61.98,75.027,No,Bachelor's,High
S11302,69.76,Male,21,Mathematics,48.95,66.71,53.57,55.749,No,None,High
S11332,60.02,Male,20,CS,53.75,96.33,60.54,73.9315,Yes,PhD,High
S11337,62.21,Female,20,CS,74.4,65.77,70.83,69.62,Yes,Master's,High
S11349,67.9,Male,18,Business,81.46,52.16,64.44,71.1565,No,High School,Medium
S11385,85.68,Male,23,CS,67.5,40.58,58.74,57.004,Yes,PhD,Medium
S11390,65.76,Male,22,Engineering,74.02,43.16,96.06,69.0835,No,High School,High
S11398,93.64,Female,19,Mathematics,97.78,96.09,61.86,80.6785,Yes,Master's,High
S11401,96.66,Male,18,CS,51.14,93.05,72.79,76.219,No,Bachelor's,High
S11405,82.99,Male,20,Engineering,80.1,45.9,75.62,65.372,Yes,Bachelor's,Medium
S11415,62.38,Male,18,Mathematics,59.3,92.65,80.31,80.136,Yes,PhD,High
S11416,70.47,Female,23,Mathematics,88.28,47.22,60.0,65.087,No,High School,Low
S11417,92.09,Male,19,Mathematics,50.43,77.02,89.08,82.3175,Yes,Master's,Medium
S11475,92.51,Female,23,Business,97.18,87.85,81.97,83.2735,No,High School,High
S11479,84.26,Female,21,Business,48.79,53.16,52.96,59.5425,No,Bachelor's,High
S11485,91.9,Male,24,Mathematics,51.53,78.3,98.31,78.464,No,Master's,Low
S11487,84.51,Male,21,Mathematics,42.84,40.44,76.19,61.553,No,Bachelor's,Medium
S11488,65.82,Female,23,CS,54.44,55.14,75.34,65.301,No,Master's,High
S11493,61.11,Female,23,Engineering,66.37,85.35,82.48,73.144,Yes,None,High
S11511,66.75,Female,20,Mathematics,40.86,70.04,95.2,70.0545,No,None,Low
S11526,69.59,Female,20,CS,90.02,86.67,87.69,85.136,No,None,Low
S11531,74.26,Male,21,Business,76.93,95.68,79.08,80.1235,Yes,None,High
S11537,64.37,Male,20,Engineering,91.95,57.58,58.68,68.986,No,Bachelor's,Medium
S11539,68.89,Male,21,Engineering,95.64,74.8,67.71,72.1185,No,High School,Low
S11540,67.81,Female,24,Mathematics,43.88,82.39,95.37,75.2845,Yes,None,High
S11543,71.58,Male,20,Engineering,61.24,50.23,94.95,73.3085,Yes,None,Low
S11557,93.15,Male,21,CS,94.3,59.75,76.19,73.961,Yes,Master's,Low
S11572,93.11,Male,24,Business,82.52,89.01,72.67,78.0265,No,Master's,Low
S11582,66.59,Female,23,Business,62.13,76.94,82.71,75.76,No,PhD,Medium
S11603,91.29,Male,19,Engineering,85.55,44.84,82.45,77.7885,Yes,Master's,Medium
S11605,97.7,Female,24,Engineering,76.54,65.39,96.57,78.2515,Yes,High School,High
S11611,60.04,Female,21,Engineering,60.93,66.78,93.58,74.4435,Yes,Master's,High
S11617,80.74,Male,22,Mathematics,56.91,88.51,60.13,74.968,No,PhD,Low
S11665,93.52,Male,24,Mathematics,42.78,91.21,62.66,72.7525,No,None,Medium
S11666,82.2,Female,20,CS,60.56,51.73,84.48,70.316,No,High School,Medium
S11676,81.44,Male,20,Engineering,84.21,70.8,51.03,69.761,Yes,PhD,Low
S11677,64.49,Male,24,Business,60.95,78.69,82.98,75.4065,No,Bachelor's,Low
S11679,78.69,Male,20,Business,82.56,81.74,63.96,70.308,No,Master's,High
S11688,75.13,Male,19,Engineering,76.47,89.04,95.8,87.813,No,Bachelor's,Medium
S11689,85.32,Male,20,Business,70.08,63.25,90.87,80.607,Yes,PhD,Low
S11713,99.47,Female,19,CS,90.03,55.36,93.94,77.583,No,None,High
S11717,94.91,Male,21,Engineering,56.06,60.21,84.65,74.5105,Yes,Bachelor's,Low
S11730,92.97,Female,23,Engineering,77.5,55.2,71.29,67.5625,No,Bachelor's,High
S11740,73.24,Male,19,Engineering,98.78,85.6,65.3,82.607,No,Master's,Low
S11745,91.55,Female,23,Business,48.14,87.17,81.96,79.471,No,Bachelor's,Low
S11771,88.56,Male,19,Mathematics,97.65,71.76,94.07,85.257,No,PhD,High
S11801,61.42,Female,22,Engineering,47.49,43.69,70.8,63.038,No,PhD,Low
S11829,90.72,Male,18,Engineering,73.72,93.56,69.45,78.4345,No,Bachelor's,Low
S11835,63.89,Female,21,Mathematics,47.98,76.86,54.36,63.0425,Yes,High School,Medium
S11836,92.71,Female,18,Engineering,48.38,86.8,80.15,73.4215,Yes,PhD,Low
S11838,74.4,Male,18,CS,72.48,59.12,75.83,69.7295,No,Bachelor's,Low
S11857,81.07,Female,24,Business,53.48,0.0,95.63,81.8005,No,PhD,Low
S11862,71.82,Female,22,CS,60.71,46.84,94.63,74.9415,No,High School,Medium
S11864,90.23,Female,20,Business,91.62,45.45,93.89,0.0,No,Bachelor's,Medium
S11877,77.39,Male,20,Engineering,58.94,76.54,55.27,68.9295,No,Bachelor's,Low
S11880,63.82,Male,22,CS,63.58,83.63,76.91,70.0765,No,None,Low
S11899,67.95,Male,19,CS,81.62,63.06,93.79,70.2965,No,High School,Medium
S11933,61.61,Female,20,CS,69.21,71.08,84.77,74.822,Yes,Bachelor's,High
S11941,80.08,Female,22,Mathematics,90.92,82.16,84.79,86.196,No,Bachelor's,Medium
S11943,80.09,Male,18,Mathematics,67.6,68.56,90.1,72.669,No,PhD,Low
S11989,89.87,Male,22,Engineering,70.98,49.71,58.07,60.91,No,Master's,Medium
S12000,80.82,Male,24,Business,42.3,74.25,78.89,73.741,No,Bachelor's,Low
S12031,70.15,Male,24,Mathematics,49.73,43.59,89.08,71.412,Yes,PhD,Medium
S12048,91.1,Female,23,CS,76.98,53.05,62.27,64.6425,No,Master's,Low
S12072,61.4,Male,21,Mathematics,96.03,84.01,77.97,77.3855,Yes,PhD,Low
S12088,69.34,Female,23,Engineering,40.17,60.18,76.96,62.0995,Yes,Master's,Medium
S12093,95.64,Male,18,Engineering,58.11,48.86,97.06,76.347,Yes,Bachelor's,Medium
S12101,61.84,Male,19,Engineering,58.16,72.5,78.16,70.6615,No,Master's,Low
S12121,80.39,Female,18,Mathematics,96.43,85.99,66.93,74.5,No,None,Medium
S12148,67.06,Female,23,Business,44.17,98.65,72.43,79.598,No,PhD,Low
S12151,96.69,Female,23,CS,59.5,51.34,74.61,63.13,Yes,PhD,Medium
S12186,65.3,Male,21,CS,82.58,78.07,73.89,72.3255,Yes,High School,High
S12192,89.2,Female,22,CS,81.38,75.59,69.0,74.385,No,Bachelor's,Medium
S12206,60.71,Male,24,Mathematics,77.75,53.26,76.25,65.0955,No,Bachelor's,Low
